company,car_name,car_prices_in_rupee,kms_driven,fuel_type,transmission,ownership,manufacture,engine,Seats
Honda,Jazz 1.2 SV i VTEC,540000.0,42000,Petrol,Manual,1st Owner,2017-07-16,1199,5
Datsun,RediGO T,270000.0,55000,Petrol,Manual,1st Owner,2017-02-04,799,5
Hyundai,Santro Era Executive BSIV,495000.0,30000,Petrol,Manual,1st Owner,2019-05-13,1086,5
Tata,Hexa XTA,1000000.0,86500,Diesel,Automatic,2nd Owner,2017-05-20,2179,7
Honda,CR-V 2.4L 4WD AT,1050000.0,59000,Petrol,Automatic,1st Owner,2014-08-13,2354,5
Hyundai,EON Era Plus,310000.0,15000,Petrol,Manual,1st Owner,2018-12-26,814,5
Mahindra,Scorpio S7 140 BSIV,1200000.0,70000,Diesel,Manual,1st Owner,2019-07-05,2179,7
Volkswagen,Polo ALLSTAR 1.2 MPI,600000.0,50000,Petrol,Manual,2nd Owner,2017-06-26,1198,5
Chevrolet,Cruze LT,300000.0,110000,Diesel,Manual,1st Owner,2012-04-03,1991,5
Tata,Nexon XMA AMT,925000.0,13700,Petrol,Automatic,1st Owner,2021-02-05,1199,5
Maruti,Swift VXI BSIV,570000.0,25000,Petrol,Manual,1st Owner,2019-02-24,1197,5
Ford,Ecosport Sports Diesel,1100000.0,20000,Diesel,Manual,1st Owner,2021-02-02,1498,5
Jaguar,XF 2.2 Litre Luxury,1800000.0,70000,Diesel,Automatic,2nd Owner,2014-12-30,2179,5
Tata,Indica TDI LX,100000.0,35000,Diesel,Manual,3rd Owner,2013-02-28,1405,5
Toyota,Fortuner 4X4 Diesel AT,4350000.0,26629,Diesel,Automatic,1st Owner,2021-11-16,2755,7
Mercedes-Benz,C-Class Progressive C 220d,4650000.0,20000,Diesel,Automatic,1st Owner,2019-10-10,1950,5
Mercedes-Benz,GLC Progressive 220d,5395000.0,33000,Diesel,Automatic,1st Owner,2019-07-07,2143,5
BMW,3 Series Gran Limousine 330Li M Sport First Edition,6175000.0,25000,Petrol,Automatic,1st Owner,2021-12-14,1998,5
Audi,Q3 30 TDI,2795000.0,55291,Diesel,Manual,1st Owner,2017-11-26,1968,5
Mercedes-Benz,C-Class C 220 CDI Avantgarde,1650000.0,58500,Diesel,Automatic,1st Owner,2013-03-31,2143,5
Audi,Q7 45 TDI Quattro Technology,7250000.0,15000,Diesel,Automatic,1st Owner,2018-02-18,2967,7
Renault,Duster 85PS Diesel RxL Option,650000.0,90000,Diesel,Manual,1st Owner,2014-03-09,1461,5
Audi,Q3 35 TDI Quattro Premium,1300000.0,64000,Diesel,Automatic,2nd Owner,2012-04-03,1968,5
Maruti,Zen LXI,400000.0,132596,Petrol,Manual,2nd Owner,2004-04-23,993,5
Maruti,Swift VXI BSIII,154000.0,99673,Petrol,Manual,3rd Owner,2008-05-06,1298,5
Tata,Nexon EV Prime XZ Plus LUX,418000.0,24374,Electric,Automatic,1st Owner,2021-02-25,0,5
Volkswagen,Vento Petrol Highline AT,392000.0,69828,Petrol,Automatic,3rd Owner,2011-09-12,1598,5
Maruti,Baleno 1.2 Alpha,594000.0,72820,Petrol,Manual,2nd Owner,2016-05-08,1197,5
Mercedes-Benz,C-Class Progressive C 220d,3724000.0,20785,Diesel,Automatic,1st Owner,2019-07-29,1950,5
Maruti,Swift Dzire VXI AT Optional,588000.0,31172,Petrol,Automatic,2nd Owner,2016-08-28,1197,5
Hyundai,Grand i10 Sportz,451999.99999999994,24395,Petrol,Manual,1st Owner,2016-07-05,1197,5
MG,Hector Sharp DCT,1825000.0,11050,Petrol,Automatic,1st Owner,2021-04-09,1451,5
Toyota,Innova 2.5 GX (Diesel) 7 Seater BS IV,774000.0,123394,Diesel,Manual,2nd Owner,2013-06-07,2494,7
Maruti,Swift ZDi,421000.0,105053,Diesel,Manual,2nd Owner,2013-10-19,1248,5
Hyundai,i20 Sportz,844000.0,10283,Petrol,Manual,1st Owner,2021-07-30,1197,5
Tata,Harrier XZ Plus Dark Edition,2199000.0,2443,Diesel,Manual,1st Owner,2022-07-28,1956,5
Toyota,Fortuner 2.7 2WD AT,3100000.0,44000,Petrol,Automatic,2nd Owner,2019-08-05,2694,7
Audi,Q5 3.0 TDI Quattro,994999.9999999999,68000,Diesel,Automatic,3rd Owner,2011-01-03,2967,5
Mahindra,Ssangyong Rexton RX7,975000.0,72000,Diesel,Automatic,1st Owner,2013-12-24,2696,7
Hyundai,i10 Magna 1.1L,225000.0,38000,Petrol,Manual,1st Owner,2011-03-27,1086,5
Maruti,Swift Dzire VXI 1.2 BS IV,650000.0,65000,Petrol,Manual,1st Owner,2019-06-01,1197,5
Audi,Q7 45 TDI Quattro Premium Plus,1875000.0,43000,Diesel,Automatic,2nd Owner,2014-05-22,2967,7
Hyundai,i10 Sportz 1.1L,425000.0,52000,Petrol,Manual,2nd Owner,2014-07-25,1086,5
Mahindra,XUV500 W8 FWD,745000.0,117000,Diesel,Manual,1st Owner,2012-02-04,2179,7
Hyundai,Verna 1.6 VTVT SX Option,825000.0,84000,Petrol,Manual,1st Owner,2016-10-24,1591,5
Maruti,Alto 800 LXI,204000.0,45080,Petrol,Manual,3rd Owner,2015-11-30,796,5
Maruti,Eeco 5 Seater AC BSIV,470000.0,39341,Petrol,Manual,1st Owner,2019-06-16,1196,5
Mahindra,Scorpio 2.6 Turbo 7 Str,330000.0,133000,Diesel,Manual,1st Owner,2007-07-26,2609,8
Mahindra,e2o T2,321000.0,54112,Electric,Automatic,1st Owner,2014-11-13,0,5
Hyundai,i20 Sportz Plus BSIV,819999.9999999999,14824,Petrol,Manual,1st Owner,2020-02-09,1197,5
Honda,City i VTEC VX,925000.0,82500,Petrol,Manual,1st Owner,2017-10-20,1497,5
Kia,Seltos HTK Plus G,1349000.0,17922,Petrol,Manual,1st Owner,2020-03-14,1497,5
BMW,X7 xDrive 40i,12300000.0,13000,Petrol,Automatic,1st Owner,2019-10-15,2998,7
Mitsubishi,Pajero Sport 4X4 AT,1675000.0,85000,Diesel,Automatic,1st Owner,2015-05-30,2477,6
Hyundai,Grand i10 AT Asta,575000.0,67000,Petrol,Automatic,1st Owner,2015-05-27,1197,5
Honda,Jazz V CVT,745000.0,35000,Petrol,Automatic,1st Owner,2018-03-08,1199,5
Maruti,Alto 800 LXI,345000.0,53000,Petrol,Manual,1st Owner,2016-03-26,796,5
MG,Hector Hybrid Sharp MT,2075000.0,598,Petrol,Manual,1st Owner,2022-09-28,1451,5
Maruti,Ertiga ZDI Plus,892000.0,75727,Diesel,Manual,1st Owner,2019-06-03,1248,7
Kia,Seltos GTX Plus DCT,1889999.9999999998,7000,Petrol,Automatic,1st Owner,2020-03-04,1353,5
Maruti,Vitara Brezza ZDi Plus Dual Tone,858000.0,62403,Diesel,Manual,1st Owner,2016-05-16,1248,5
Volkswagen,Polo 1.5 TDI Comfortline,453000.0,44487,Diesel,Manual,2nd Owner,2014-12-25,1498,5
Mercedes-Benz,C-Class Progressive C 220d,3900000.0,24000,Diesel,Automatic,2nd Owner,2020-05-07,1950,5
Toyota,Innova Crysta 2.4 ZX AT,2850000.0,47000,Diesel,Automatic,1st Owner,2020-01-22,2393,7
Hyundai,i10 Magna 1.1L,190000.0,31212,Petrol,Manual,1st Owner,2008-04-16,1086,5
Skoda,Superb Laurin & klement,3365000.0,17776,Petrol,Automatic,1st Owner,2020-11-10,1984,5
Hyundai,Verna 1.6 CRDi S,658000.0,31837,Diesel,Manual,2nd Owner,2015-12-12,1582,5
Audi,A3 35 TDI Premium Plus,2580000.0,39000,Diesel,Automatic,1st Owner,2020-12-16,1968,5
Maruti,Alto LXi BSIII,120000.0,78000,Petrol,Manual,2nd Owner,2006-01-20,796,5
Ford,Ecosport 1.5 Petrol Titanium Plus AT BSIV,1185000.0,31000,Petrol,Automatic,1st Owner,2020-08-07,1497,5
Maruti,Swift VDI,388000.0,115986,Diesel,Manual,2nd Owner,2013-12-26,1248,5
Toyota,Etios G SP,392000.0,73029,Petrol,Manual,2nd Owner,2014-03-06,1496,5
Hyundai,Verna 1.6 SX VTVT AT,635000.0,25000,Petrol,Automatic,2nd Owner,2013-10-21,1591,5
Honda,Amaze E i-Dtech,244000.0,74809,Diesel,Manual,1st Owner,2013-04-12,1498,5
Hyundai,i20 1.2 Magna,272000.0,33560,Petrol,Manual,1st Owner,2011-08-03,1197,5
Hyundai,i10 Sportz AT,286000.0,40821,Petrol,Automatic,1st Owner,2011-11-03,1197,5
Mercedes-Benz,C-Class C 220 CDI Celebration Edition,1575000.0,58000,Diesel,Automatic,2nd Owner,2014-07-31,2143,5
Ford,Figo Petrol EXI,163000.0,75991,Petrol,Manual,2nd Owner,2010-07-21,1196,5
Maruti,Swift ZXI ABS,178000.0,136432,Petrol,Manual,2nd Owner,2008-02-16,1298,5
Maruti,Alto LXi BSIII,84778.0,70229,Petrol,Manual,4th Owner,2008-02-08,796,5
Toyota,Innova Crysta 2.8 GX AT 8S BSIV,1725000.0,83000,Diesel,Automatic,2nd Owner,2016-01-07,2755,8
Hyundai,Santro Xing GLS,111000.00000000001,51915,Petrol,Manual,1st Owner,2008-03-28,1086,5
Volkswagen,Polo GT TSI,550000.0,63100,Petrol,Automatic,2nd Owner,2014-06-01,1197,5
Mercedes-Benz,GLE 250d,4800000.0,54000,Diesel,Automatic,2nd Owner,2017-08-04,2143,5
BMW,X1 sDrive20d xLine,4550000.0,9000,Diesel,Automatic,1st Owner,2021-09-09,1995,5
Hyundai,Santro Xing GL Plus,325000.0,46833,Petrol,Manual,1st Owner,2012-01-11,1086,5
Hyundai,Verna 1.6 CRDi EX MT,525000.0,78744,Diesel,Manual,2nd Owner,2012-11-25,1582,5
Maruti,Swift VDI BSIV,490000.00000000006,79542,Diesel,Manual,2nd Owner,2014-07-12,1248,5
Honda,City 1.5 V AT,459999.99999999994,96000,Petrol,Automatic,2nd Owner,2010-12-18,1497,5
Kia,Sonet GTX Plus Turbo iMT,1325000.0,13000,Petrol,Manual,1st Owner,2021-02-07,998,5
Maruti,Swift VDI BSIV,380000.0,44521,Diesel,Manual,1st Owner,2010-08-19,1248,5
Hyundai,Grand i10 1.2 Kappa Sportz Option AT,547000.0,29927,Petrol,Automatic,2nd Owner,2017-10-10,1197,5
Honda,CR-V 2.0L 2WD AT,1975000.0,48019,Petrol,Automatic,1st Owner,2017-01-31,1997,5
Hyundai,Grand i10 Asta Option,675000.0,27311,Petrol,Manual,2nd Owner,2017-11-11,1197,5
Mahindra,XUV500 W11 Option AWD,2050000.0,14000,Diesel,Manual,1st Owner,2021-03-26,2179,7
Hyundai,i10 Magna 1.2,315000.0,64640,Petrol,Manual,1st Owner,2009-09-14,1197,5
Honda,City i VTEC S,499000.0,96505,Petrol,Manual,2nd Owner,2012-02-15,1497,5
Toyota,Fortuner 2.8 2WD AT BSIV,3200000.0,90479,Diesel,Automatic,1st Owner,2018-01-13,2755,7
Hyundai,Venue S Opt,965000.0,3500,Petrol,Manual,1st Owner,2022-12-06,1197,5
Tata,Nexon 1.2 Revotron XT,855000.0000000001,42374,Petrol,Manual,1st Owner,2018-10-20,1198,5
Maruti,Baleno 1.3 Alpha,710000.0,45879,Diesel,Manual,1st Owner,2016-11-20,1248,5
Maruti,Ciaz VDi Plus SHVS,572000.0,120000,Diesel,Manual,2nd Owner,2016-02-02,1248,5
Hyundai,Grand i10 Asta,470000.0,89680,Petrol,Manual,2nd Owner,2015-11-16,1197,5
BMW,3 Series 320d,1275000.0,99000,Diesel,Automatic,3rd Owner,2012-08-14,1995,5
Maruti,Zen VXI,110000.00000000001,90000,Petrol,Manual,3rd Owner,1998-08-14,993,5
BMW,X5 xDrive 30d Design Pure Experience 5 Seater,5975000.0,27000,Diesel,Automatic,1st Owner,2018-10-26,2993,5
Skoda,Superb Elegance 2.0 TDI CR AT,1465000.0,79776,Diesel,Automatic,1st Owner,2015-12-21,1968,5
Toyota,Land Cruiser Prado TX,5400000.0,67000,Diesel,Automatic,1st Owner,2011-06-14,2982,7
Skoda,Octavia 2.0 TDI MT Style,1475000.0,108000,Diesel,Manual,1st Owner,2017-07-09,1968,5
Volkswagen,Vento 1.5 TDI Highline BSIV,944999.9999999999,58000,Diesel,Manual,1st Owner,2019-09-23,1498,5
Skoda,Octavia 1.8 TSI AT L K,2275000.0,32067,Petrol,Automatic,1st Owner,2018-09-11,1798,5
Toyota,Innova Crysta 2.4 VX MT BSIV,1950000.0,52187,Diesel,Manual,2nd Owner,2017-03-18,2393,7
BMW,5 Series 530d M Sport,5875000.0,17100,Diesel,Automatic,1st Owner,2019-04-29,2993,5
MG,Hector Plus Sharp DCT,1939999.9999999998,9562,Petrol,Automatic,1st Owner,2021-02-08,1451,6
MG,Hector Sharp Diesel MT BSIV,1810000.0000000002,36388,Diesel,Manual,1st Owner,2019-02-02,1956,5
Mercedes-Benz,C-Class C 250 CDI Elegance,975000.0,45000,Diesel,Automatic,2nd Owner,2011-06-04,2143,5
Jeep,Compass 2.0 Sport Plus BSIV,1775000.0,36149,Diesel,Manual,1st Owner,2019-07-25,1956,5
Kia,Seltos GTX Plus,1695000.0,20155,Petrol,Manual,1st Owner,2020-11-11,1353,5
MG,Hector Sharp AT BSIV,1675000.0,51904,Petrol,Automatic,1st Owner,2019-09-09,1451,5
Volkswagen,Polo GT TSI,725000.0,54000,Petrol,Automatic,1st Owner,2015-09-28,1197,5
Kia,Seltos GTX Plus,1565000.0,31727,Petrol,Manual,2nd Owner,2019-08-17,1353,5
Mahindra,XUV500 AT W10 FWD,1445000.0,73986,Diesel,Automatic,1st Owner,2017-12-23,2179,7
Kia,Sonet 1.5 GTX Plus Diesel,1425000.0,7100,Diesel,Manual,1st Owner,2021-08-05,1493,5
Kia,Sonet GTX Plus Turbo iMT,1395000.0,5397,Petrol,Manual,1st Owner,2021-09-06,998,5
BMW,X3 xDrive 20d Luxury Line,4950000.0,65000,Diesel,Automatic,1st Owner,2018-04-22,1995,5
Hyundai,i20 1.4 Asta Option,700000.0,90000,Diesel,Manual,1st Owner,2017-02-09,1396,5
Maruti,Swift Dzire VXI,475000.0,80000,Petrol,Manual,2nd Owner,2013-11-24,1197,5
Volkswagen,Polo GT TSI,700000.0,91000,Petrol,Automatic,2nd Owner,2015-06-28,1197,5
BMW,7 Series 730Ld Sedan,2375000.0,69000,Diesel,Automatic,2nd Owner,2010-08-24,2993,5
Toyota,Fortuner 4x2 Manual,1750000.0,89000,Diesel,Manual,2nd Owner,2014-09-28,2982,7
Hyundai,Santa Fe 4X4,825000.0,95254,Diesel,Manual,1st Owner,2013-06-14,2199,7
Hyundai,Creta 1.6 VTVT SX Plus,1050000.0,51000,Petrol,Manual,1st Owner,2016-10-02,1591,5
Hyundai,i10 Sportz AT,395000.0,62000,Petrol,Automatic,2nd Owner,2014-05-25,1197,5
Tata,Hexa XT,1235000.0,120000,Diesel,Manual,1st Owner,2017-03-26,2179,7
Tata,Harrier XZA Plus Dark Edition AT 2020-2022,2575000.0,2000,Diesel,Automatic,1st Owner,2022-06-22,1956,5
Volkswagen,Polo Cup Edition Comfortline,685000.0,46000,Petrol,Manual,1st Owner,2017-05-07,999,5
Maruti,Ertiga SHVS ZDI Plus,944999.9999999999,65000,Diesel,Manual,2nd Owner,2017-06-03,1248,7
Maruti,Alto K10 VXI,425000.0,22248,Petrol,Manual,1st Owner,2017-10-27,998,5
BMW,5 Series 520d Luxury Line,4300000.0,40000,Diesel,Automatic,1st Owner,2018-09-03,1995,5
Honda,City i VTEC S,575000.0,73000,Petrol,Manual,1st Owner,2013-02-08,1497,5
Volkswagen,Polo GT 1.0 TSI,1145000.0,54000,Petrol,Automatic,1st Owner,2021-01-24,999,5
Honda,Civic 1.8 (E) MT,260000.0,90000,Petrol,Manual,2nd Owner,2006-07-19,1799,5
Jeep,Compass Model S DCT,2725000.0,15000,Petrol,Automatic,1st Owner,2021-04-15,1368,5
Kia,Seltos GTX Plus AT D,1820000.0,30000,Diesel,Automatic,1st Owner,2021-12-02,1493,5
Jaguar,XF 2.2 Litre Luxury,2795000.0,26000,Diesel,Automatic,1st Owner,2016-04-14,2179,5
Mahindra,Scorpio SLX 2.6 Turbo 7 Str,350000.0,155000,Diesel,Manual,2nd Owner,2006-10-14,2609,7
Mercedes-Benz,GLA Class 200 Sport,3425000.0,29366,Petrol,Automatic,1st Owner,2019-05-21,1991,5
Volkswagen,Polo 1.2 MPI Highline,675000.0,28211,Petrol,Manual,1st Owner,2016-09-15,1198,5
Kia,Seltos GTX DCT,1675000.0,40000,Petrol,Automatic,1st Owner,2019-03-04,1353,5
BMW,5 Series 520d Luxury Line,2450000.0,54000,Diesel,Automatic,1st Owner,2015-07-31,1995,5
Mahindra,XUV500 W8 2WD,1025000.0,82000,Diesel,Manual,2nd Owner,2015-10-11,2179,7
Hyundai,Verna 1.6 SX VTVT,465000.00000000006,117000,Petrol,Manual,1st Owner,2011-03-26,1591,5
Mahindra,Scorpio S10 8 Seater,1125000.0,111000,Diesel,Manual,2nd Owner,2015-08-26,2179,8
Maruti,Swift Dzire AMT ZDI Plus,795000.0,108000,Diesel,Automatic,1st Owner,2018-12-31,1248,5
Maruti,Omni 8 Seater BSIV,330000.0,4000,Petrol,Manual,1st Owner,2017-09-28,796,5
Toyota,Innova 2.5 V Diesel 7-seater,685000.0,290000,Diesel,Manual,3rd Owner,2011-12-20,2494,7
Ford,Endeavour 3.2 Titanium AT 4X4,3590000.0,35000,Diesel,Automatic,1st Owner,2019-06-09,3198,7
MG,Hector Sharp DCT,1795000.0,13000,Petrol,Automatic,1st Owner,2020-01-19,1451,5
Ford,Freestyle Titanium Petrol BSIV,490000.00000000006,60000,Petrol,Manual,1st Owner,2018-07-16,1194,5
Ford,Ecosport 1.5 Diesel Titanium Plus,975000.0,90000,Diesel,Manual,1st Owner,2018-03-23,1498,5
Mercedes-Benz,GLA Class 200 d Sport,3375000.0,16975,Diesel,Automatic,2nd Owner,2019-02-18,2143,5
Hyundai,Grand i10 Magna Petrol BSIV,575000.0,11000,Petrol,Manual,1st Owner,2018-11-26,1197,5
Skoda,Rapid 1.5 TDI Style BSIV,985000.0,59000,Diesel,Manual,1st Owner,2018-10-26,1498,5
Maruti,Wagon R LXI DUO BSIII,225000.0,46000,Lpg,Manual,2nd Owner,2008-03-22,1061,5
Maruti,Alto LXi BSII,135000.0,80000,Petrol,Manual,3rd Owner,2004-10-01,796,5
Hyundai,i20 Petrol Asta Option,750000.0,25000,Petrol,Manual,1st Owner,2019-01-29,1197,5
Hyundai,i20 1.2 Asta,725000.0,54801,Petrol,Manual,2nd Owner,2018-08-17,1197,5
Honda,Accord V6 AT,200000.0,75000,Petrol,Automatic,2nd Owner,2005-09-20,2997,5
Maruti,Vitara Brezza ZDi,865000.0,130000,Diesel,Manual,1st Owner,2017-08-11,1248,5
Hyundai,Accent Executive,310000.0,71000,Petrol,Manual,2nd Owner,2013-07-12,1495,5
Honda,CR-V AT With Sun Roof,1000000.0,70000,Petrol,Automatic,1st Owner,2010-07-28,1198,5
Hyundai,Venue SX iMT,1044999.9999999999,14115,Petrol,Manual,1st Owner,2019-02-08,998,5
Honda,Amaze VX Petrol BSIV,750000.0,30000,Petrol,Manual,2nd Owner,2019-05-29,1199,5
BMW,X3 xDrive20d xLine,3995000.0000000005,63170,Diesel,Automatic,1st Owner,2017-07-30,1995,5
Toyota,Corolla Executive (HE),295000.0,80000,Petrol,Manual,2nd Owner,2006-02-21,1794,5
Mercedes-Benz,CLA 200 CDI Sport,3295000.0000000005,47253,Diesel,Automatic,1st Owner,2018-12-01,2143,5
Mahindra,Xylo E4,295000.0,56117,Diesel,Manual,1st Owner,2009-08-22,2498,7
Mercedes-Benz,CLA 200 CDI Sport,3395000.0000000005,14324,Diesel,Automatic,1st Owner,2018-08-12,2143,5
Mercedes-Benz,C-Class C 200 CGI,3445000.0000000005,27600,Petrol,Automatic,1st Owner,2018-10-06,1991,5
Skoda,Octavia 1.8 TSI AT Style,1948999.9999999998,38391,Petrol,Automatic,1st Owner,2018-09-10,1798,5
Audi,A4 35 TDI Premium Plus,3245000.0000000005,49000,Diesel,Automatic,1st Owner,2018-10-28,1968,5
Ford,Ecosport 1.5 Diesel Trend Plus BSIV,775000.0,45000,Diesel,Manual,1st Owner,2017-01-14,1498,5
Chevrolet,Cruze LTZ AT,695000.0,68000,Diesel,Automatic,2nd Owner,2014-03-30,1998,5
Maruti,Baleno 1.3 Alpha,825000.0,67000,Diesel,Manual,1st Owner,2018-03-21,1248,5
Hyundai,i20 1.2 Asta,775000.0,80000,Petrol,Manual,1st Owner,2018-08-08,1197,5
Volkswagen,Polo 1.2 MPI Highline,675000.0,62000,Petrol,Manual,1st Owner,2016-08-15,1199,5
Tata,New Safari Dicor VX 4X2,250000.0,50000,Diesel,Manual,2nd Owner,2009-04-11,2179,7
Mahindra,XUV500 W8 2WD,695000.0,100000,Diesel,Manual,3rd Owner,2012-02-18,2179,7
Honda,City GXi,275000.0,75000,Petrol,Manual,5th Owner,2006-07-28,1497,5
Mahindra,XUV500 W6 2WD,650000.0,120000,Diesel,Manual,2nd Owner,2014-10-16,2179,7
Mercedes-Benz,B Class B200 CDI Sport,1745000.0,37000,Diesel,Automatic,2nd Owner,2016-10-03,2143,5
Audi,Q3 35 TDI Quattro Premium Plus,3100000.0,64000,Diesel,Automatic,1st Owner,2018-07-14,1968,5
Toyota,Etios Cross 1.4 GD,695000.0,79000,Diesel,Manual,2nd Owner,2015-06-24,1364,5
Ford,Fiesta 1.4 Duratec ZXI,180000.0,80000,Petrol,Manual,1st Owner,2007-03-07,1388,5
Maruti,Celerio VXI,475000.0,14000,Petrol,Manual,1st Owner,2014-12-30,998,5
Maruti,Celerio ZXI AMT Optional,525000.0,28217,Petrol,Automatic,2nd Owner,2018-08-29,998,5
Maruti,Wagon R LXI,140000.0,90000,Petrol,Manual,2nd Owner,2003-07-14,998,5
Honda,City 1.5 GXI,185000.0,120000,Petrol,Manual,2nd Owner,2005-06-17,999,5
Volkswagen,Vento 1.0 TSI Highline Plus,1044999.9999999999,26000,Petrol,Manual,1st Owner,2021-11-13,2987,5
Mercedes-Benz,GL-Class 350 CDI Blue Efficiency,3000000.0,100000,Diesel,Automatic,2nd Owner,2013-08-31,1086,7
Hyundai,Santro Sportz BSIV,500000.0,50000,Petrol,Manual,1st Owner,2019-08-13,1461,5
Renault,Duster 85PS Diesel RxS,875000.0,70000,Diesel,Manual,1st Owner,2019-03-18,1198,5
Honda,Amaze E i-Vtech,362000.0,80000,Petrol,Manual,3rd Owner,2016-10-17,1196,5
Ford,Figo Petrol EXI,180000.0,157000,Petrol,Manual,3rd Owner,2010-01-27,2184,5
Mahindra,Thar LX 4-Str Hard Top Diesel,1745000.0,15550,Diesel,Manual,1st Owner,2021-02-03,1248,4
Maruti,Ertiga SHVS VDI,800000.0,80000,Diesel,Manual,1st Owner,2017-09-29,2179,7
Mahindra,XUV500 AT W10 FWD,1395000.0,59432,Diesel,Automatic,1st Owner,2017-11-05,1598,7
Skoda,Rapid 1.6 MPI Style BSIV,1044999.9999999999,53047,Petrol,Manual,1st Owner,2020-11-26,1598,5
Volkswagen,Vento 1.6 Highline,775000.0,46464,Petrol,Manual,1st Owner,2016-05-02,998,5
Maruti,Zen Estilo VXI BSIII,120000.0,70000,Petrol,Manual,4th Owner,2007-12-26,1461,5
Renault,Duster 85PS Diesel RxS,1075000.0,23000,Diesel,Manual,2nd Owner,2019-04-10,2199,5
Kia,Carnival Limousine,3450000.0,30000,Diesel,Automatic,1st Owner,2020-03-09,2143,7
Mercedes-Benz,GLC 220d 4MATIC Sport,4875000.0,22000,Diesel,Automatic,1st Owner,2018-02-26,2596,5
Force,Gurkha Xplorer,919999.9999999999,35000,Diesel,Manual,2nd Owner,2018-08-08,1582,7
Hyundai,Creta 1.6 CRDi SX,1050000.0,80000,Diesel,Manual,1st Owner,2016-07-31,1799,5
Honda,Civic 1.8 S AT,200000.0,100000,Petrol,Automatic,4th Owner,2006-11-15,1173,5
Premier,Rio Petrol GLX,350000.0,95000,Petrol,Manual,1st Owner,2014-08-05,2523,5
Mahindra,Jeep CL 500 MDI,260000.0,100000,Diesel,Manual,1st Owner,1995-11-18,1199,6
Chevrolet,Beat LS,180000.0,50000,Petrol,Manual,3rd Owner,2012-01-26,1197,5
Maruti,Ritz VXI,525000.0,64000,Petrol,Manual,1st Owner,2015-05-20,1496,5
Ford,Ecosport 1.5 Petrol Titanium Plus AT,1085000.0,15509,Petrol,Automatic,2nd Owner,2020-09-09,1498,5
Ford,Ecosport 1.5 Diesel Titanium,965000.0,43203,Diesel,Manual,2nd Owner,2018-06-02,1086,5
Hyundai,i10 Era,266000.0,80000,Petrol,Manual,1st Owner,2007-08-23,1493,5
Hyundai,Creta SX Diesel,1795000.0,50000,Diesel,Manual,1st Owner,2020-07-14,998,5
Maruti,Celerio ZXI AT,459999.99999999994,40000,Petrol,Automatic,2nd Owner,2017-01-28,1498,5
Skoda,Rapid 1.5 TDI Ambition BSIV,994999.9999999999,111000,Diesel,Manual,1st Owner,2020-06-28,1298,5
Maruti,Esteem Vxi - BSIII,120000.0,73000,Petrol,Manual,2nd Owner,2006-08-17,2982,5
Toyota,Fortuner 4x2 Manual,1675000.0,220000,Diesel,Manual,2nd Owner,2014-12-15,1197,7
Hyundai,Grand i10 1.2 Kappa Sportz Option,535000.0,11717,Petrol,Manual,2nd Owner,2017-06-16,2143,5
Mercedes-Benz,GLE 250d,5650000.0,46000,Diesel,Automatic,2nd Owner,2019-02-19,1197,5
Hyundai,Grand i10 Nios Sportz,648000.0,15000,Petrol,Manual,1st Owner,2021-03-01,1248,5
Maruti,Ertiga ZDI,595000.0,110000,Diesel,Manual,2nd Owner,2013-09-05,2179,7
Mahindra,XUV500 AT W10 FWD,1425000.0,66968,Diesel,Automatic,1st Owner,2016-03-08,1248,7
Maruti,Swift Dzire VDI,500000.0,120000,Diesel,Manual,2nd Owner,2015-11-25,2523,5
Mahindra,Bolero ZLX,735000.0,70000,Diesel,Manual,1st Owner,2018-05-31,1197,7
Maruti,Swift Dzire AMT ZXI Plus,755000.0,47000,Petrol,Automatic,2nd Owner,2017-07-10,1298,5
Maruti,Swift ZXI ABS,250000.0,110000,Petrol,Manual,4th Owner,2006-10-21,1199,5
Volkswagen,Polo Diesel Highline 1.2L,495000.0,81000,Diesel,Manual,2nd Owner,2012-05-30,1497,5
Honda,City CVT,225000.0,70000,Petrol,Automatic,3rd Owner,2005-08-13,1497,5
Hyundai,Creta SX Executive,1595000.0,12662,Petrol,Manual,1st Owner,2021-01-19,1591,5
Hyundai,Creta 1.6 E Plus,1025000.0,14000,Petrol,Manual,1st Owner,2018-06-12,1591,5
Hyundai,Verna 1.6 SX VTVT,575000.0,56000,Petrol,Manual,2nd Owner,2014-06-28,1248,5
Maruti,Vitara Brezza VDi Option,996000.0000000001,54000,Diesel,Manual,1st Owner,2019-05-19,1197,5
Hyundai,i20 Magna Plus,775000.0,63000,Petrol,Manual,1st Owner,2020-09-09,1797,5
Hyundai,Elantra SX,520000.0,40000,Petrol,Manual,2nd Owner,2013-12-05,1061,5
Maruti,Zen Estilo 1.1 VXI BSIII,210000.0,60000,Petrol,Manual,2nd Owner,2008-12-18,1498,5
Ford,Ecosport 1.5 DV5 MT Titanium,600000.0,80000,Diesel,Manual,2nd Owner,2013-06-06,1248,5
Maruti,Ertiga SHVS VDI,650000.0,120000,Diesel,Manual,1st Owner,2016-06-07,1462,7
Toyota,Urban cruiser Mid,585000.0,15000,Petrol,Manual,2nd Owner,2022-11-11,1298,5
Maruti,Swift Dzire ZXi,292000.0,295000,Petrol,Manual,2nd Owner,2009-10-14,1248,5
Maruti,Baleno 1.3 Alpha,650000.0,60000,Diesel,Manual,3rd Owner,2017-11-16,1498,5
